frame,score,label,min_width_cm,median_width_cm,pinch_points,full_blockages,obstructions
2811_Waverly_00015.jpg,100,comfortable,5.400000095367432,333.20001220703125,3,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2811_Waverly_00018.jpg,81,comfortable,4.099999904632568,305.29998779296875,2,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2811_Waverly_00019.jpg,97,comfortable,4.199999809265137,307.29998779296875,1,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2811_Waverly_00020.jpg,0,failure,2.4000000953674316,113.30000305175781,2,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2811_Waverly_00021.jpg,27,failure,4.300000190734863,137.1999969482422,5,0,fence|guard rail|wall|vegetation|pole|utility pole|traffic sign (front)|car
2811_Waverly_00035.jpg,0,failure,13.100000381469727,138.6999969482422,3,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car|truck
2811_Waverly_00050.jpg,0,failure,28.5,131.0,2,0,fence|barrier|wall|vegetation|pole|utility pole|traffic sign (front)|car|truck
2811_Waverly_00053.jpg,3,failure,11.100000381469727,137.8000030517578,2,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|car
2811_Waverly_00055.jpg,20,failure,11.899999618530273,143.89999389648438,3,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|car
2811_Waverly_00058.jpg,29,failure,23.200000762939453,136.1999969482422,1,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2811_Waverly_00090.jpg,53,constrained,14.699999809265137,155.3000030517578,5,0,vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|car|motorcycle|truck
2811_Waverly_00093.jpg,35,failure,13.699999809265137,144.5,3,0,fence|guard rail|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|car|truck
2814_Glendale_00000.jpg,100,comfortable,180.60000610351562,935.7999877929688,0,0,fence|wall|vegetation|car
2814_Glendale_00002.jpg,100,comfortable,67.19999694824219,737.2000122070312,0,0,fence|vegetation|utility pole|car
2814_Glendale_00003.jpg,100,comfortable,38.79999923706055,446.1000061035156,0,0,fence|wall|vegetation|pole|utility pole|car
2814_Glendale_00004.jpg,100,comfortable,140.8000030517578,429.20001220703125,0,0,fence|vegetation|pole|car
2814_Glendale_00015.jpg,100,comfortable,34.20000076293945,401.70001220703125,0,0,fence|wall|vegetation|car
2814_Glendale_00018.jpg,100,comfortable,13.5,391.1000061035156,0,0,fence|vegetation|pole
2814_Glendale_00020.jpg,100,comfortable,13.199999809265137,252.8000030517578,0,0,fence|vegetation|pole|utility pole|traffic sign (front)|car
2824_Waverly_00015.jpg,100,comfortable,11.899999618530273,372.79998779296875,1,0,fence|wall|vegetation|fire hydrant|pole|utility pole|traffic sign (front)|car
2824_Waverly_00018.jpg,91,comfortable,11.899999618530273,312.8999938964844,1,0,fence|wall|vegetation|fire hydrant|mailbox|pole|utility pole|car
2824_Waverly_00020.jpg,85,comfortable,6.199999809265137,256.3999938964844,2,0,fence|wall|vegetation|fire hydrant|mailbox|pole|utility pole|car
2824_Waverly_00080.jpg,100,comfortable,83.0,395.70001220703125,0,0,wall|vegetation|pole|utility pole|traffic sign (front)|car
2824_Waverly_00090.jpg,100,comfortable,26.700000762939453,365.0,0,0,fence|wall|vegetation|fire hydrant|pole|utility pole|traffic sign (back)|traffic sign (front)|trash can|car|truck
2827_Waverly_00020.jpg,72,comfortable,9.0,229.8000030517578,2,0,fence|wall|vegetation|car
2827_Waverly_00022.jpg,79,comfortable,2.5999999046325684,260.5,2,0,fence|wall|vegetation|traffic sign (back)|car
2827_Waverly_00040.jpg,89,comfortable,6.0,237.3000030517578,1,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|car
2827_Waverly_00055.jpg,100,comfortable,17.5,275.20001220703125,0,0,fence|barrier|wall|vegetation|street light|pole|utility pole|traffic sign (back)|traffic sign (front)|trash can|car
2838_Avenel_00003.jpg,100,comfortable,49.79999923706055,423.6000061035156,0,0,fence|vegetation|pole|utility pole|car
2838_Avenel_00005.jpg,100,comfortable,44.5,427.1000061035156,0,0,fence|wall|vegetation|pole|utility pole|bus|car
2838_Avenel_00012.jpg,100,comfortable,14.100000381469727,658.0,0,0,fence|wall|vegetation|pole|utility pole|car|motorcycle
2838_Avenel_00025.jpg,100,comfortable,28.100000381469727,437.79998779296875,0,0,wall|vegetation|car
2838_Avenel_00028.jpg,100,comfortable,3.5,282.8999938964844,2,0,fence|wall|vegetation|car
2838_Avenel_00030.jpg,100,comfortable,117.5999984741211,450.20001220703125,0,0,rail track|vegetation|pole|car
2838_Avenel_00033.jpg,100,comfortable,28.100000381469727,476.5,0,0,fence|wall|vegetation|pole|utility pole|trash can|car
2838_Avenel_00035.jpg,100,comfortable,14.300000190734863,541.2999877929688,0,0,wall|vegetation|pole|utility pole|trash can|car
2853_Glendale_00035.jpg,100,comfortable,9.5,209.0,0,0,fence|barrier|wall|vegetation|pole|utility pole|traffic sign (front)|car
2853_Glendale_00036.jpg,100,comfortable,13.899999618530273,218.39999389648438,2,0,wall|rail track|vegetation|pole|utility pole|traffic sign (front)|car
2853_Glendale_00038.jpg,100,comfortable,4.599999904632568,244.8000030517578,1,0,vegetation|pole|utility pole|car
2853_Glendale_00054.jpg,100,comfortable,27.200000762939453,220.1999969482422,0,0,fence|guard rail|barrier|wall|vegetation|fire hydrant|pole|utility pole|traffic sign (back)|traffic sign (front)|car
2853_Glendale_00060.jpg,100,comfortable,32.79999923706055,248.5,0,0,fence|guard rail|barrier|wall|vegetation|street light|pole|utility pole|traffic sign (front)|car
2853_Glendale_00070.jpg,100,comfortable,31.100000381469727,272.3999938964844,0,0,fence|guard rail|barrier|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|bicycle|car
2869_Glendale_00030.jpg,100,comfortable,5.400000095367432,727.5,0,0,fence|barrier|wall|vegetation|fire hydrant|pole|utility pole|traffic sign (back)|traffic sign (front)|car|truck
2869_Glendale_00050.jpg,100,comfortable,2.9000000953674316,728.0,0,0,fence|guard rail|barrier|wall|vegetation|pole|utility pole|traffic sign (front)|trash can|car
2901_Waverly_00000.jpg,100,comfortable,40.599998474121094,356.20001220703125,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|car|motorcycle|truck
2901_Waverly_00003.jpg,100,comfortable,6.0,573.7999877929688,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|trash can|car|trailer|truck
2901_Waverly_00005.jpg,100,comfortable,21.600000381469727,561.7000122070312,0,0,fence|wall|vegetation|fire hydrant|pole|utility pole|traffic sign (back)|traffic sign (front)|trash can|car|truck
2901_Waverly_00007.jpg,87,comfortable,4.900000095367432,403.79998779296875,1,0,fence|wall|vegetation|pole|traffic sign (back)|traffic sign (front)|trash can|car|motorcycle
2901_Waverly_00009.jpg,78,comfortable,7.599999904632568,365.0,2,0,vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|trash can|car|motorcycle|trailer
2901_Waverly_00010.jpg,69,constrained,2.0,355.79998779296875,2,0,wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|trash can|car
2901_Waverly_00025.jpg,95,comfortable,50.79999923706055,319.79998779296875,2,0,fence|wall|vegetation|mailbox|street light|pole|utility pole|traffic sign (back)|trash can|car
2901_Waverly_00028.jpg,94,comfortable,24.100000381469727,252.60000610351562,1,0,fence|wall|vegetation|pole|utility pole|traffic sign (back)|traffic sign (front)|car
2901_Waverly_00030.jpg,81,comfortable,48.20000076293945,185.6999969482422,1,0,fence|wall|vegetation|pole|utility pole|car
2901_Waverly_00040.jpg,100,comfortable,17.0,253.8000030517578,0,0,vegetation|pole|utility pole|car
2901_Waverly_00048.jpg,100,comfortable,42.5,198.89999389648438,0,0,fence|wall|vegetation|pole|utility pole|traffic sign (front)|trash can|car|motorcycle
2901_Waverly_00050.jpg,100,comfortable,76.4000015258789,199.8000030517578,0,0,fence|wall|vegetation|fire hydrant|pole|utility pole|car
2901_Waverly_00055.jpg,100,comfortable,95.30000305175781,225.6999969482422,0,0,fence|wall|vegetation|mailbox|pole|utility pole|trash can|car
2901_Waverly_00060.jpg,100,comfortable,42.599998474121094,334.0,0,0,fence|wall|vegetation|trash can|car|motorcycle
2901_Waverly_00065.jpg,100,comfortable,15.0,257.0,0,0,fence|wall|vegetation|trash can|bicycle|car
